wordid,lemma,N
82186,"marriage bed",1
82187,"marriage broker",1
82188,"marriage brokerage",1
82189,"marriage ceremony",1
82190,"marriage contract",1
82191,"marriage counseling",1
82192,"marriage licence",1
82193,"marriage license",1
82194,"marriage mart",1
82195,"marriage of convenience",1
82196,"marriage offer",1
82197,"marriage proposal",1
82198,"marriage settlement",1
82199,marriageability,1
82200,marriageable,1
82202,"married couple",1
82203,"married man",1
82204,"married person",1
82205,"married woman",1
82207,"marrow squash",1
82208,marrowbone,1
82209,"marrowfat pea",1
82210,marrubium,1
82211,"marrubium vulgare",1
82212,marruecos,1
82215,marsala,1
82216,marseillaise,1
82218,marseilles,1
82219,"marseilles fever",1
82221,"marsh andromeda",1
82222,"marsh bellflower",1
82223,"marsh buggy",1
82224,"marsh clematis",1
82225,"marsh cress",1
82226,"marsh elder",1
82227,"marsh felwort",1
82228,"marsh fern",1
82229,"marsh gas",1
82230,"marsh gentian",1
82231,"marsh hare",1
82232,"marsh harrier",1
82233,"marsh hawk",1
82235,"marsh horsetail",1
82236,"marsh mallow",1
82237,"marsh marigold",1
82238,"marsh milkweed",1
82239,"marsh orchid",1
82240,"marsh pea",1
82241,"marsh pink",1
82242,"marsh plant",1
82243,"marsh rosemary",1
82244,"marsh st-john's wort",1
82245,"marsh tea",1
82246,"marsh trefoil",1
82247,"marsh wren",1
82249,"marshal saxe",1
82250,"marshal tito",1
82253,"marshall mcluhan",1
82254,"marshall plan",1
82255,"marshalling yard",1
82256,marshals,1
82257,marshalship,1
82258,marshland,1
82259,marshmallow,1
82260,"marshmallow fluff",1
82261,marshy,1
82262,marsilea,1
82263,"marsilea drummondii",1
82264,"marsilea quadrifolia",1
82265,marsileaceae,1
82266,marstan,1
82269,"marsupial mole",1
82270,"marsupial mouse",1
82271,"marsupial rat",1
82272,marsupialia,1
82273,marsupium,1
82274,mart,1
82275,"marta brigit nilsson",1
82276,martagon,1
82277,"martello tower",1
82278,marten,1
82279,"marten cat",1
82280,martensite,1
82281,martes,1
82282,"martes americana",1
82283,"martes foina",1
82284,"martes martes",1
82285,"martes pennanti",1
82286,"martes zibellina",1
82287,"martha beatrice potter webb",1
82288,"martha graham",1
82289,"martha jane burk",1
82290,"martha jane burke",1
82291,"martha's vineyard",1
82292,marti,1
82294,"martial art",1
82295,"martial law",1
82296,"martial music",1
82297,martially,1
82300,"martin buber",1
82301,"martin cline",1
82302,"martin heidegger",1
82303,"martin heinrich klaproth",1
82304,"martin luther",1
82305,"martin luther king",1
82306,"martin luther king day",1
82307,"martin luther king jr's birthday",1
82308,"martin luther king jr.",1
82309,"martin scorsese",1
82310,"martin v",1
82311,"martin van buren",1
82312,"martina navratilova",1
82313,martinet,1
82315,martini,1
82316,martinique,1
82317,martinmas,1
82318,martynia,1
82319,"martynia annua",1
82320,"martynia arenaria",1
82321,"martynia fragrans",1
82322,martyniaceae,1
82324,"martyr operation",1
82326,martyrise,1
82327,martyrize,1
82328,"martyrs of al-aqsa",1
82329,marum,1
82330,marumi,1
82331,"marumi kumquat",1
82332,marupa,1
82333,marut,1
82335,marvel-of-peru,1
82336,marvell,1
82337,marveller,1
82339,marvellously,1
82341,marvelously,1
82342,"marvin neil simon",1
82344,"marx brothers",1
82345,marxism,1
82346,marxism-leninism,1
82348,marxist-leninist,1
82349,mary,1
82350,"mary ann evans",1
82351,"mary ashton rice livermore",1
82352,"mary augusta arnold ward",1
82353,"mary baker eddy",1
82354,"mary douglas leakey",1
82355,"mary flannery o'connor",1
82356,"mary godwin wollstonecraft shelley",1
82357,"mary harris jones",1
82358,"mary i",1
82359,"mary ii",1
82360,"mary jane",1
82361,"mary leakey",1
82362,"mary leontyne price",1
82363,"mary ludwig hays mccauley",1
82364,"mary magdalen",1
82365,"mary magdalene",1
82366,"mary mallon",1
82367,"mary martin",1
82368,"mary mccarthy",1
82369,"mary mccauley",1
82370,"mary mcleod bethune",1
82371,"mary morse baker eddy",1
82372,"mary pickford",1
82373,"mary queen of scots",1
82374,"mary shelley",1
82375,"mary stuart",1
82376,"mary therese mccarthy",1
82377,"mary tudor",1
82378,"mary wollstonecraft",1
82379,"mary wollstonecraft godwin",1
82380,"mary wollstonecraft shelley",1
82381,"marya sklodowska",1
82383,"maryland chicken",1
82384,"maryland golden aster",1
82385,"maryland yellowthroat",1
82386,marylander,1
82387,marzipan,1
82388,masa,1
82389,masai,1
82390,mascara,1
82391,"mascarene grass",1
82392,mascarpone,1
82393,mascot,1
82395,masculinisation,1
82396,masculinise,1
82398,masculinization,1
82400,masdevallia,1
82401,masefield,1
82402,maser,1
82403,maseru,1
82406,"mashed potato",1
82408,mashhad,1
82409,mashi,1
82410,mashie,1
82411,"mashie niblick",1
82412,mashriq,1
82413,masjid,1
82415,"mask of pregnancy",1
82417,"masked ball",1
82418,"masked shrew",1
82419,masker,1
82421,"masking paper",1
82422,"masking piece",1
82423,"masking tape",1
82424,masochism,1
82425,masochist,1
82426,masochistic,1
82427,masochistically,1
82429,"mason and dixon line",1
82430,"mason and dixon's line",1
82431,"mason bee",1
82432,"mason city",1
82433,"mason jar",1
82435,"mason's level",1
82436,"mason's trowel",1
82437,"mason-dixon line",1
82439,masonite,1
82441,masora,1
82442,masorah,1
82443,masorete,1
82444,masoretic,1
82445,masorite,1
82446,masoud,1
82447,masqat,1
82448,masque,1
82449,masquer,1
82451,"masquerade ball",1
82452,"masquerade costume",1
82453,"masquerade party",1
82454,masquerader,1
82456,"mass action",1
82457,"mass card",1
82458,"mass culture",1
82459,"mass defect",1
82460,"mass deficiency",1
82461,"mass energy",1
82462,"mass hysteria",1
82463,"mass medium",1
82464,"mass meeting",1
82465,"mass murder",1
82466,"mass murderer",1
82467,"mass noun",1
82468,"mass number",1
82469,"mass production",1
82470,"mass rapid transit",1
82471,"mass spectrograph",1
82472,"mass spectrometer",1
82473,"mass spectroscopic",1
82474,"mass spectroscopy",1
82475,"mass spectrum",1
82476,"mass unit",1
82477,"mass-action principle",1
82478,"mass-energy equivalence",1
82479,mass-produce,1
82480,mass-produced,1
82481,mass-spectrometric,1
82482,mass.,1
82485,"massachusetts bay",1
82486,"massachusetts bay colony",1
82487,"massachusetts fern",1
82488,"massachusetts institute of technology",1
82492,massager,1
82494,"massasauga rattler",1
82495,massasoit,1
82496,massawa,1
82497,masse,1
82498,"masse shot",1
82499,"massed fire",1
82500,massenet,1
82501,masses,1
82502,masseter,1
82503,masseur,1
82504,masseuse,1
82505,massicot,1
82506,massicotite,1
82507,massif,1
82508,"massif central",1
82509,massine,1
82511,massively,1
82513,massorete,1
82515,"mast cell",1
82516,mastaba,1
82517,mastabah,1
82518,mastalgia,1
82519,mastectomy,1
82520,masted,1
82522,"master bedroom",1
82523,"master class",1
82524,"master copy",1
82525,"master cylinder",1
82526,"master file",1
82527,"master in business",1
82528,"master in business administration",1
82529,"master in public affairs",1
82530,"master key",1
82531,"master of architecture",1
82532,"master of arts",1
82533,"master of arts in library science",1
82534,"master of arts in teaching",1
82535,"master of ceremonies",1
82536,"master of divinity",1
82537,"master of education",1
82538,"master of fine arts",1
82539,"master of laws",1
82540,"master of library science",1
82541,"master of literature",1
82542,"master of science",1
82543,"master of science in engineering",1
82544,"master of theology",1
82545,"master plan",1
82546,"master race",1
82547,"master sergeant",1
82548,"master's degree",1
82549,master-at-arms,1
82550,mastered,1
82551,masterful,1
82552,masterfully,1
82554,masterless,1
82555,masterly,1
82558,masters,1
82560,masterstroke,1
82561,masterwort,1
82565,"mastic tree",1
82567,mastication,1
82568,masticophis,1
82569,"masticophis bilineatus",1
82570,"masticophis flagellum",1
82571,"masticophis lateralis",1
82572,mastiff,1
82573,"mastiff bat",1
82574,mastigomycota,1
82575,mastigomycotina,1
82576,mastigophora,1
82577,mastigophoran,1
82578,mastigophore,1
82579,mastigoproctus,1
82580,"mastigoproctus giganteus",1
82581,mastitis,1
82582,mastocyte,1
82583,mastodon,1
82584,mastodont,1
82586,"mastoid bone",1
82587,"mastoid process",1
82589,mastoidale,1
82590,mastoidectomy,1
82591,mastoiditis,1
82592,mastopathy,1
82593,mastopexy,1
82594,mastotermes,1
82595,"mastotermes darwiniensis",1
82596,"mastotermes electrodominicus",1
82597,"mastotermes electromexicus",1
82598,mastotermitidae,1
82600,masturbation,1
82601,masturbator,1
82603,"mat up",1
82604,"mata hari",1
82605,matabele,1
82606,matador,1
82607,matai,1
82608,matakam,1
82609,matamoros,1
82611,"match game",1
82612,"match plane",1
82613,"match play",1
82614,"match point",1
82615,match-up,1
82616,matchboard,1
82617,matchbook,1
82618,matchbox,1
82619,matchbush,1
82621,"matched game",1
82622,matcher,1
82623,matchet,1
82625,"matching funds",1
82626,matchless,1
82627,matchlock,1
82628,matchmaker,1
82629,matchmaking,1
82630,matchstick,1
82631,matchup,1
82632,matchweed,1
82637,matelote,1
82638,mater,1
82639,"mater turrita",1
82640,materfamilias,1
82641,"materia medica",1
82643,"material body",1
82644,"material breach",1
82645,"material possession",1
82646,"material resource",1
82647,"material witness",1
82649,materialise,1
82653,materialistically,1
82656,materialize,1
82658,"materials handling",1
82659,materiel,1
82661,"maternal language",1
82662,"maternal quality",1
82663,"maternal-infant bonding",1
82665,maternalistic,1
82666,maternally,1
82668,"maternity hospital",1
82669,"maternity ward",1
82670,mates,1
82671,matey,1
82672,math,1
82673,"math teacher",1
82675,"mathematical function",1
82676,"mathematical group",1
82677,"mathematical logic",1
82678,"mathematical notation",1
82679,"mathematical operation",1
82680,"mathematical process",1
82681,"mathematical product",1
82682,"mathematical proof",1
82683,"mathematical relation",1
82684,"mathematical space",1
82685,"mathematical statement",1
82686,"mathematical statistician",1
82687,"mathematical symbol",1
82688,mathematically,1
82689,mathematician,1
82690,mathematics,1
82691,"mathematics department",1
82692,"mathematics teacher",1
82693,"mathew b. brady",1
82694,mathias,1
82695,maths,1
82696,"matilija poppy",1
82697,matinee,1
82698,"matinee idol",1
82699,mating,1
82700,matins,1
82701,matisse,1
82702,matman,1
82703,matoaka,1
82705,matriarchal,1
82706,matriarchate,1
82707,matriarchic,1
82708,matriarchy,1
82709,matric,1
82710,matricaria,1
82711,"matricaria chamomilla",1
82712,"matricaria inodorum",1
82713,"matricaria matricarioides",1
82714,"matricaria oreades",1
82715,"matricaria recutita",1
82716,"matricaria tchihatchewii",1
82717,matricentric,1
82720,matriculation,1
82721,matrikin,1
82722,matrilineage,1
82723,matrilineal,1
82724,"matrilineal kin",1
82725,"matrilineal sib",1
82726,matrilineally,1
82727,matrilinear,1
82728,matrimonial,1
82729,"matrimonial law",1
82731,"matrimony vine",1
82732,matrisib,1
82734,"matrix addition",1
82735,"matrix algebra",1
82736,"matrix inversion",1
82737,"matrix multiplication",1
82738,"matrix operation",1
82739,"matrix printer",1
82740,"matrix transposition",1
82742,"matron of honor",1
82743,matronly,1
82744,matronymic,1
82745,matsyendra,1
82747,matt-up,1
82749,"matte up",1
82752,"matter of course",1
82754,"matter of law",1
82755,"matter to",1
82756,matter-of-course,1
82758,matterhorn,1
82759,matteuccia,1
82760,"matteuccia struthiopteris",1
82762,"matthew arnold",1
82763,"matthew calbraith perry",1
82764,"matthew flinders",1
82765,"matthew walker",1
82766,"matthew walker knot",1
82767,"matthias schleiden",1
82768,matthiola,1
82769,"matthiola incana",1
82771,mattock,1
82773,mattress,1
82774,"mattress cover",1
82775,"mattress pad",1
82778,maturational,1
82780,"mature-onset diabetes",1
82782,maturely,1
82783,maturement,1
82784,matureness,1
82786,"maturity date",1
82787,"maturity-onset diabetes",1
82788,"maturity-onset diabetes mellitus",1
82789,matutinal,1
82790,matzah,1
82791,"matzah ball",1
82792,"matzah meal",1
82793,matzo,1
82794,"matzo ball",1
82795,"matzo meal",1
82796,matzoh,1
82797,"matzoh ball",1
82798,"matzoh meal",1
82799,"maud gonne",1
82800,maudlin,1
82801,maugham,1
82802,maui,1
82803,"maui island",1
82805,"maul oak",1
82806,mauldin,1
82807,"maule's quince",1
82808,mauler,1
82809,maulers,1
82810,maulstick,1
82811,"mauna kea",1
82812,"mauna loa",1
82813,maund,1
82815,maundy,1
82816,"maundy money",1
82817,"maundy thursday",1
82818,maupassant,1
82819,"maureen catherine connolly",1
82820,mauriac,1
82821,"maurice barrymore",1
82822,"maurice chevalier",1
82823,"maurice de vlaminck",1
82824,"maurice hugh frederick wilkins",1
82825,"maurice ravel",1
82826,"maurice utrillo",1
82827,"maurice wilkins",1
82828,mauritania,1
82830,"mauritanian monetary unit",1
82831,mauritanie,1
82833,"mauritian monetary unit",1
82834,"mauritian rupee",1
82836,maurois,1
82838,mausoleum,1
82839,"mausoleum at halicarnasus",1
82841,mauve-blue,1
82842,mauve-pink,1
82843,maven,1
82845,mavik,1
82846,mavin,1
82847,mavis,1
82848,maw,1
82849,mawkish,1
82850,mawkishly,1
82852,mawlamyine,1
82853,max,1
82854,"max beerbohm",1
82855,"max born",1
82856,"max bruch",1
82857,"max delbruck",1
82858,"max ernst",1
82859,"max ferdinand perutz",1
82860,"max karl ernst ludwig planck",1
82861,"max muller",1
82862,"max out",1
82863,"max perutz",1
82864,"max planck",1
82866,"maxfield frederick parrish",1
82867,"maxfield parrish",1
82869,maxilla,1
82870,maxillaria,1
82872,"maxillary artery",1
82873,"maxillary sinus",1
82874,"maxillary vein",1
82875,maxillodental,1
82876,maxillofacial,1
82877,maxillomandibular,1
82879,"maxim gorki",1
82880,"maxim gun",1
82881,maximal,1
82882,maximally,1
82883,maximation,1
82884,maximian,1
82885,"maximilian's sunflower",1
82886,"maximilien paul emile littre",1
82887,maximisation,1
82889,maximising,1
82892,maximizing,1
82894,"maximum and minimum thermometer",1
82895,"maxmilien de bethune",1
82896,"maxmillien marie isidore de robespierre",1
82897,maxostoma,1
82899,"maxwell anderson",1
82900,"maxwell's demon",1
82901,"maxwell's equations",1
82902,"maxwell-boltzmann distribution law",1
82903,maxzide,1
82905,"may 1",1
82906,"may 24",1
82909,"may blob",1
82911,"may day",1
82912,"may fish",1
82913,"may lily",1
82914,"may queen",1
82915,"may wine",1
82917,"maya lin",1
82918,mayaca,1
82919,mayacaceae,1
82920,mayakovski,1
82922,"mayan language",1
82923,mayapple,1
82924,maybe,1
82925,mayday,1
82926,mayeng,1
82927,mayenne,1
82929,mayetiola,1
82930,"mayetiola destructor",1
82931,mayfish,1
82933,mayfly,1
82934,mayhap,1
82935,mayhaw,1
82937,mayidism,1
82938,mayo,1
82939,mayonnaise,1
82940,mayor,1
82941,mayoral,1
82942,mayoralty,1
82944,maypole,1
82945,maypop,1
82946,mays,1
82947,mayweed,1
82948,mazama,1
82949,mazar-i-sharif,1
82950,mazatlan,1
82951,mazdaism,1
82953,mazed,1
82954,mazer,1
82955,mazopathy,1
82957,mazy,1
82958,mazzard,1
82959,"mazzard cherry",1
82960,mazzini,1
82962,mba,1
82963,mbabane,1
82964,mbd,1
82965,mbeya,1
82966,mbit,1
82967,mbundu,1
82968,mc,1
82969,mcalester,1
82970,mcallen,1
82971,"mcardle's disease",1
82972,"mcburney's point",1
82974,mccarthyism,1
82975,mccartney,1
82976,mccauley,1
82978,mccullers,1
82979,mcg,1
82980,mcgraw,1
82981,mcguffey,1
82982,"mcguffey eclectic readers",1
82983,mcguffin,1
82984,mcia,1
82985,mcintosh,1
82986,mckim,1
82988,mcluhan,1
82989,mcmaster,1
82990,mcpherson,1
82992,md.,1
82993,mdi,1
82994,mdiv,1
82995,mdma,1
82996,me,1
82997,me.,1
82998,"mea culpa",1
83000,"mead's milkweed",1
83002,meadow,1
83003,"meadow beauty",1
83004,"meadow bright",1
83005,"meadow buttercup",1
83006,"meadow clary",1
83007,"meadow cranesbill",1
83008,"meadow cress",1
83009,"meadow fern",1
83010,"meadow fescue",1
83011,"meadow foxtail",1
83012,"meadow goldenrod",1
83013,"meadow grass",1
83014,"meadow jumping mouse",1
83015,"meadow leek",1
83016,"meadow lily",1
83017,"meadow mouse",1
83018,"meadow mushroom",1
83019,"meadow pea",1
83020,"meadow pipit",1
83021,"meadow rue",1
83022,"meadow saffron",1
83023,"meadow salsify",1
83024,"meadow saxifrage",1
83025,"meadow spikemoss",1
83026,"meadow spittlebug",1
83027,"meadow vole",1
83028,"meadow-beauty family",1
83029,meadowgrass,1
83030,meadowlark,1
83031,meager,1
83033,meagerness,1
83034,meagre,1
83035,meagrely,1
83036,meagreness,1
83038,"meal plan",1
83040,mealberry,1
83041,mealie,1
83042,mealtime,1
83043,mealworm,1
83045,"mealy bug",1
83046,"mealy sage",1
83047,mealy-mouthed,1
83048,mealybug,1
83049,mealymouthed,1
83051,"mean deviation",1
83052,"mean deviation from the mean",1
83053,"mean distance",1
83054,"mean solar day",1
83055,"mean solar time",1
83056,"mean sun",1
83057,"mean time",1
83058,"mean value",1
83060,meandering,1
83061,meanderingly,1
83062,meanie,1
83064,meaningful,1
83065,meaningfully,1
83066,meaningfulness,1
83072,"means grass",1
83073,"means test",1
83075,meanspiritedly,1
83079,mearstone,1
83080,measles,1
83081,measly,1
83082,measurability,1
83084,measurably,1
83086,"measure out",1
83087,"measure up",1
83089,measuredly,1
83090,measureless,1
83091,measurement,1
83092,measurer,1
83093,measuring,1
83094,"measuring block",1
83095,"measuring cup",1
83096,"measuring device",1
83097,"measuring instrument",1
83098,"measuring rod",1
83099,"measuring stick",1
83100,"measuring system",1
83101,"measuring unit",1
83102,"measuring worm",1
83104,"meat and potatoes",1
83105,"meat cleaver",1
83106,"meat counter",1
83108,"meat hook",1
83109,"meat hooks",1
83111,"meat loaf",1
83112,"meat market",1
83113,"meat packer",1
83114,"meat packing",1
83115,"meat pie",1
83116,"meat safe",1
83117,"meat thermometer",1
83118,meat-eating,1
83119,"meat-packing business",1
83120,meatball,1
83121,meatless,1
83122,meatloaf,1
83123,meatman,1
83124,meatpacking,1
83125,meatus,1
83127,mebaral,1
83128,mebendazole,1
83129,mebibit,1
83130,mebibyte,1
83132,meccano,1
83133,"meccano set",1
83135,"mechanic's lien",1
83137,"mechanical advantage",1
83138,"mechanical device",1
83140,"mechanical energy",1
83141,"mechanical engineer",1
83142,"mechanical engineering",1
83143,"mechanical man",1
83144,"mechanical mixture",1
83145,"mechanical phenomenon",1
83146,"mechanical piano",1
83147,"mechanical press",1
83148,"mechanical system",1
83150,"mechanically skillful",1
83156,mechanist,1
83158,mechanistically,1
83162,"mechanized cavalry",1
83163,mecholyl,1
83164,"meckel's diverticulum",1
83165,meclizine,1
83166,"meclizine hydrochloride",1
83167,meclofenamate,1
83168,"meclofenamate sodium",1
83169,meclomen,1
83170,meconium,1
83171,meconopsis,1
83172,"meconopsis betonicifolia",1
83173,"meconopsis cambrica",1
83174,mecoptera,1
83175,mecopteran,1
83176,mecopterous,1
83177,med,1
83178,"medaille militaire",1
83179,medal,1
83180,"medal of honor",1
83181,"medal play",1
83182,"medal winner",1
83186,medan,1
83187,medawar,1
83188,meddle,1
83189,meddler,1
83190,meddlesome,1
83191,meddlesomeness,1
83193,medea,1
83194,medellin,1
83195,"medellin cartel",1
83196,medevac,1
83197,medfly,1
83199,"medgar evers",1
83200,"medgar wiley evers",1
83201,"media consultant",1
83202,"media guru",1
83203,mediacy,1
83206,"medial condyle",1
83207,"medial geniculate",1
83208,"medial geniculate body",1
83209,"medial rectus",1
83210,"medial rectus muscle",1
83211,medially,1
83213,"median value",1
83214,mediant,1
83215,mediastinum,1
83217,mediated,1
83218,mediateness,1
83220,mediator,1
83221,mediatorial,1
83222,mediatory,1
83223,mediatrix,1
83225,medicago,1
83226,"medicago arborea",1
83227,"medicago echinus",1
83228,"medicago falcata",1
83229,"medicago intertexta",1
83230,"medicago lupulina",1
83231,"medicago sativa",1
83232,medicaid,1
83233,"medicaid funds",1
83235,"medical aid",1
83236,"medical assistant",1
83237,"medical bill",1
83238,"medical building",1
83239,"medical care",1
83240,"medical center",1
83241,"medical checkup",1
83242,"medical community",1
83243,"medical diagnosis",1
83244,"medical dressing",1
83245,"medical evacuation",1
83246,"medical exam",1
83247,"medical examination",1
83248,"medical examiner",1
83249,"medical expense",1
83250,"medical extern",1
83251,"medical history",1
83252,"medical institution",1
83253,"medical instrument",1
83254,"medical intern",1
83255,"medical literature analysis and retrieval system",1
83256,"medical man",1
83257,"medical officer",1
83258,"medical practice",1
83259,"medical practitioner",1
83260,"medical procedure",1
83261,"medical profession",1
83262,"medical prognosis",1
83263,"medical record",1
83264,"medical relation",1
83265,"medical report",1
83266,"medical school",1
83267,"medical science",1
83268,"medical scientist",1
83269,"medical social worker",1
83270,"medical specialist",1
83271,"medical specialty",1
83272,"medical student",1
83273,medically,1
83274,medicament,1
83275,medicare,1
83276,"medicare check",1
83277,"medicare payment",1
83280,medicative,1
83281,medici,1
83282,medicinal,1
83283,"medicinal drug",1
83284,"medicinal leech",1
83285,medicinally,1
83287,"medicine ball",1
83288,"medicine cabinet",1
83289,"medicine chest",1
83290,"medicine man",1
83291,medick,1
83293,medicolegal,1
83294,mediety,1
83296,"medieval greek",1
83297,"medieval latin",1
83298,"medieval mode",1
83299,"medieval schoolman",1
83301,medinilla,1
83302,"medinilla magnifica",1
83307,meditative,1
83308,meditatively,1
83309,meditativeness,1
83311,"mediterranean anaemia",1
83312,"mediterranean anchovy",1
83313,"mediterranean anemia",1
83314,"mediterranean cypress",1
83315,"mediterranean fever",1
83316,"mediterranean flour moth",1
83317,"mediterranean fruit fly",1
83318,"mediterranean hackberry",1
83319,"mediterranean sea",1
83320,"mediterranean snapdragon",1
83321,"mediterranean water shrew",1
83323,"medium frequency",1
83324,"medium of exchange",1
83325,"medium steel",1
83326,"medium wave",1
83327,medium-dry,1
83328,medium-large,1
83329,medium-size,1
83330,medium-sized,1
83331,medivac,1
83333,"medlar tree",1
83334,medlars,1
83335,medley,1
83336,medline,1
83337,medoc,1
83338,medroxyprogesterone,1
83340,"medulla oblongata",1
83341,"medulla spinalis",1
83343,"medullary ray",1
83344,"medullary sheath",1
83345,medullated,1
83346,"medullated nerve fiber",1
83349,medusan,1
83351,meed,1
83355,meerestone,1
83356,meerkat,1
83359,"meet up with",1
83360,meeter,1
83362,"meeting house",1
83363,"meeting of minds",1
83364,"meeting place",1
83365,meetinghouse,1
83366,"mefenamic acid",1
83367,mefloquine,1
83368,"mefloquine hydrochloride",1
83369,mefoxin,1
83370,meg,1
83371,megabat,1
83372,megabit,1
83373,megabucks,1
83375,megacardia,1
83376,megacephaly,1
83377,megachile,1
83378,megachilidae,1
83379,megachiroptera,1
83380,megacolon,1
83381,megacycle,1
83382,"megacycle per second",1
83383,megadeath,1
83384,megaderma,1
83385,"megaderma lyra",1
83386,megadermatidae,1
83387,megaera,1
83388,megaflop,1
83389,megagametophyte,1
83390,megahertz,1
83391,megahit,1
83392,megakaryocyte,1
83393,megakaryocytic,1
83394,megalith,1
83395,megalithic,1
83396,"megalithic structure",1
83397,megalobatrachus,1
83398,"megalobatrachus maximus",1
83399,megaloblast,1
83400,megaloblastic,1
83401,"megaloblastic anaemia",1
83402,"megaloblastic anemia",1
83403,megalocardia,1
83404,megalocephaly,1
83405,megalocyte,1
83406,megalohepatia,1
83407,megalomania,1
83408,megalomaniac,1
83409,megalomaniacal,1
83410,megalomanic,1
83411,megalonychidae,1
83412,megalopolis,1
83413,megaloptera,1
83414,megalosaur,1
83415,megalosauridae,1
83416,megalosaurus,1
83417,megaphone,1
83418,megapode,1
83419,megapodiidae,1
83420,megapodius,1
83421,megaptera,1
83422,"megaptera novaeangliae",1
83423,megascopic,1
83424,megasporangium,1
83425,megaspore,1
83426,megasporophyll,1
83427,megathere,1
83428,megatherian,1
83429,"megatherian mammal",1
83430,megatheriid,1
83431,megatheriidae,1
83432,megatherium,1
83434,"megaton bomb",1
83435,"megavitamin therapy",1
83436,megawatt,1
83437,megestrol,1
83438,"megestrol acetate",1
83440,megilp,1
83441,megohm,1
83442,megrim,1
83443,megrims,1
83444,"mehemet ali",1
83445,mei,1
83446,"meibomian cyst",1
83447,"meibomian gland",1
83448,"meiji tenno",1
83450,meiotic,1
83451,meir,1
83453,"meister eckhart",1
83454,meitner,1
83455,meitnerium,1
83456,mek,1
83457,mekong,1
83458,"mekong river",1
83459,"mel columcille gerard gibson",1
83460,"mel gibson",1
83461,melaena,1
83462,melagra,1
83463,"melagueta pepper",1
83464,melamine,1
83465,"melamine resin",1
83466,melampodium,1
83467,"melampodium leucanthum",1
83468,melampsora,1
83469,"melampsora lini",1
83470,melampsoraceae,1
83471,melancholia,1
83472,melancholiac,1
83475,"melancholy thistle",1
83476,melanchthon,1
83477,melanerpes,1
83478,"melanerpes erythrocephalus",1
83479,melanesia,1
83480,melanesian,1
83481,melange,1
83482,"melanie klein",1
83483,melanin,1
83485,melanism,1
83486,melanitta,1
83487,"melanitta nigra",1
83489,melanoblast,1
83490,melanocyte,1
83491,"melanocyte-stimulating hormone",1
83492,melanoderma,1
83493,melanogrammus,1
83494,"melanogrammus aeglefinus",1
83495,melanoma,1
83496,melanoplus,1
83497,melanosis,1
83498,melanotis,1
83499,"melanotis caerulescens",1
83500,melanthiaceae,1
83501,melasma,1
83502,melastoma,1
83503,"melastoma malabathricum",1
83504,melastomaceae,1
83505,melastomataceae,1
83506,melatonin,1
83507,melba,1
83508,"melba toast",1
83513,meleagrididae,1
83514,meleagris,1
83515,"meleagris gallopavo",1
83516,melee,1
83517,melena,1
83518,meles,1
83519,"meles meles",1
83520,melia,1
83521,"melia azadirachta",1
83522,"melia azedarach",1
83523,"melia azederach",1
83524,meliaceae,1
83525,melicocca,1
83526,"melicocca bijuga",1
83527,"melicocca bijugatus",1
83528,melicoccus,1
83529,melicytus,1
83530,melilot,1
83531,melilotus,1
83532,"melilotus alba",1
83533,"melilotus officinalis",1
83534,"melina mercouri",1
83535,melinae,1
83538,meliorative,1
83539,meliorism,1
83540,meliorist,1
83541,meliphagidae,1
83542,melissa,1
83543,"melissa officinalis",1
83545,mellaril,1
83546,mellifluous,1
83547,mellisonant,1
83548,mellivora,1
83549,"mellivora capensis",1
83550,mellon,1
83552,"mellow out",1
83554,mellowing,1
83555,mellowingly,1
83556,mellowly,1
83558,melocactus,1
83560,"melodic line",1
83561,"melodic phrase",1
83562,"melodic theme",1
83563,melodically,1
83565,melodiously,1
83566,melodiousness,1
83567,melodise,1
83568,melodize,1
83569,melodrama,1
83573,"melody pipe",1
83574,melogale,1
83575,meloid,1
83576,meloidae,1
83577,melolontha,1
83578,"melolontha melolontha",1
83579,"melolonthid beetle",1
83580,melolonthidae,1
83582,"melon ball",1
83583,"melon tree",1
83584,"melon vine",1
83585,melophagus,1
83586,"melophagus ovinus",1
83587,melopsittacus,1
83588,"melopsittacus undulatus",1
83589,melosa,1
83590,melospiza,1
83591,"melospiza georgiana",1
83592,"melospiza melodia",1
83593,melphalan,1
83594,melpomene,1
83596,"melt down",1
83597,"melt off",1
83598,meltable,1
83600,melted,1
83601,melter,1
83603,"melting point",1
83605,meltwater,1
83606,melursus,1
83607,"melursus ursinus",1
83608,"melvil dewey",1
83609,melville,1
83610,"melville bell",1
83611,"melville louis kossuth dewey",1
83612,"melville w. fuller",1
83613,"melville weston fuller",1
83614,"melvin calvin",1
83615,mem,1
83617,"member bank",1
83618,"member of parliament",1
83619,membered,1
83620,memberless,1
83622,"membership card",1
83623,membracidae,1
83625,"membrane bone",1
83626,membrane-forming,1
83627,membranophone,1
83629,"membranous labyrinth",1
83630,meme,1
83631,memel,1
83632,memento,1
83633,"memento mori",1
83634,memo,1
83636,memorabilia,1
83637,memorability,1
83638,memorable,1
83639,memorably,1
83640,memoranda,1
83641,memorandum,1
83643,"memorial day",1
83644,"memorial park",1
83645,"memorial tablet",1
83646,memorialisation,1
83648,memorialization,1
83650,memorisation,1
83651,memorise,1
83652,memoriser,1
83653,memorization,1
83654,memorize,1
83655,memorizer,1
83657,"memory access",1
